,Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
33,fffe3200310033003600,Robert Torres,0.57,6.0,4.0,79.0,,4.71,22.24,No,No,No,,Yes,Wealthy,,04/10/17,04/10/17,APO AA 74413,5.4909192327495475
34,fffe3500350031003600,Michael Doyle,0.01,,5.0,88.0,,6.51,22.49,Yes,No,No,Waterways,No,Working Class,No,02/03/18,02/06/18,"Lopezton, WV 10067",4.862753810615839
35,fffe3200380038003500,Alejandro Reyes,0.68,8.0,5.0,301.0,Clay,4.38,20.36,Yes,No,No,Waterways,Yes,Working Class,No,04/01/18,03/31/18,"Lake Anthony, OK 74169",5.63984821536011
36,fffe3800320035003100,Amber Gutierrez,0.23,16.0,8.0,358.0,Aluminium,3.26,13.82,Yes,No,No,Airways,No,Wealthy,Yes,10/15/17,10/12/17,"Finleyville, WV 40409",5.194733050291466
37,fffe3700320035003300,Stefan Moquin,0.52,36.0,17.0,593.0,Wood,3.86,17.0,No,No,Yes,Roadways,No,Working Class,No,10/20/18,10/24/18,APO AP 74070,5.668431597353275
38,fffe3900320032003700,Magdalena Jordan,0.59,22.0,15.0,16046.0,Brass,99.52,89.55,Yes,No,Yes,Waterways,No,Working Class,No,06/28/15,06/28/15,APO AP 17205,8.496220800212955
39,fffe380033003800,Gail Stalvey,0.01,16.0,7.0,1002.0,Clay,4.15,22.03,No,No,No,,Yes,Working Class,,11/01/15,10/31/15,"Hillstad, HI 53450",5.058154810064233
40,fffe3700330031003500,Luna Jones,0.93,29.0,8.0,7757.0,Bronze,24.29,78.75,Yes,No,No,Airways,No,Working Class,No,04/07/17,04/07/17,FPO AA 77937,7.988186624712898
41,fffe3100320036003700,James Chessman,0.58,,5.0,71.0,Aluminium,4.28,19.83,No,No,No,,No,Working Class,Yes,09/14/16,09/16/16,"Perezfort, RI 47397",5.328798073801623
42,fffe3400390034003300,George Trovillion,0.86,49.0,17.0,196893.0,Brass,116.3,81.85,Yes,No,Yes,Waterways,No,Working Class,No,01/26/18,01/24/18,"Andrewtown, LA 46069",8.587824985801712
43,fffe380032003200,Constance Anderson,0.27,6.0,5.0,355.0,,3.14,15.04,No,No,Yes,Roadways,No,Wealthy,,09/11/16,09/11/16,"Port Zacharychester, AR 48147",5.20411657114921
44,fffe3500300032003700,Rene Anderson,0.17,20.0,7.0,3669.0,Bronze,5.13,11.07,No,No,No,,No,Working Class,Yes,09/29/18,09/28/18,"North Trevorburgh, DE 50456",5.031940060590085
45,fffe3400300035003900,Michael Johnson,0.54,36.0,,61696.0,Brass,61.6,48.17,No,No,Yes,,No,Working Class,No,05/07/17,05/11/17,DPO AE 21619,7.457338046931453
46,fffe3800390035003300,Verla Vidinha,0.07,9.0,4.0,74.0,Clay,6.77,11.75,No,No,Yes,Roadways,Yes,Working Class,Yes,04/02/15,03/31/15,"Fritzborough, ID 36011",4.933538243711289
47,fffe3900340039003800,Bill Diaz,0.51,8.0,4.0,215.0,Clay,6.25,23.85,No,No,No,Roadways,Yes,Wealthy,No,11/06/18,11/09/18,"Allenstad, CT 17091",5.576819935982524
48,fffe3200380038003800,Elizabeth Garcia,0.59,16.0,8.0,4679.0,,10.08,19.77,Yes,No,No,Airways,No,Working Class,,08/09/18,08/08/18,"Thomasland, MS 33680",5.945184978753801
49,fffe3500340032003300,Asha Wilson,0.29,24.0,12.0,2443.0,Clay,5.18,15.8,No,No,Yes,Airways,Yes,Wealthy,No,06/16/19,06/12/19,"Boonemouth, CO 65200",5.709366852950102
50,fffe3300310037003100,Alejandro Hagan,0.17,47.0,23.0,5624.0,Aluminium,19.82,63.79,No,No,No,Roadways,No,Working Class,No,07/01/15,07/01/15,"Christinamouth, ND 71887",5.974318388273011
51,fffe3300380034003500,Irene Holland,0.6,,,160742.0,Marble,554.72,92.44,No,No,Yes,,No,Working Class,,04/12/17,04/12/17,FPO AE 57119,8.639791282730389
52,fffe3100370031003700,Susan Macdonald,0.98,15.0,7.0,3872.0,Brass,5.49,20.04,Yes,Yes,No,Airways,No,Wealthy,Yes,02/28/19,03/04/19,"Lake Brandon, WY 10319",6.8720037412749875
53,fffe3700310038003400,Pauline Taylor,0.3,22.0,9.0,345055.0,Stone,365.28,54.25,Yes,No,No,Waterways,No,Working Class,No,11/22/15,11/20/15,"Robertburgh, IA 04749",7.168772482724428
54,fffe370034003300,Gerald Elliott,0.25,15.0,6.0,553.0,Clay,3.03,18.09,Yes,No,No,Waterways,Yes,Wealthy,No,05/16/15,05/16/15,"South Codyland, FL 15621",5.214500880454926
55,fffe3500380039003300,Gary Lamb,,39.0,7.0,1073.0,Aluminium,3.6,23.31,No,No,Yes,,No,Working Class,Yes,06/05/18,06/01/18,APO AA 77325,5.601675918384825
56,fffe3600370038003900,Donald Couture,0.31,7.0,5.0,415.0,Bronze,5.75,22.0,No,No,Yes,Airways,No,Working Class,No,01/08/19,01/07/19,"East Steven, VA 75019",5.353988563918498
57,fffe3200300032003100,William Melgar,0.12,26.0,,583.0,Wood,3.5,16.83,Yes,No,Yes,Waterways,No,Working Class,No,04/23/17,04/24/17,"Lake Rebecca, SC 05690",4.951451300742808
58,fffe360038003200,Luanne Bohr,0.61,31.0,,507253.0,Stone,1377.26,45.19,Yes,Yes,Yes,,No,Wealthy,No,04/21/19,04/17/19,"Solisfurt, WA 42172",9.422288689867475
59,fffe3100350034003900,John Stapleton,,43.0,13.0,1954301.0,Stone,839.18,92.25,No,Yes,No,Airways,No,Wealthy,,07/04/17,07/07/17,"Coleberg, NH 17679",9.061650090336501
60,fffe3500330030003900,Heidi Wengel,,18.0,8.0,5263.0,Brass,7.86,55.05,No,No,Yes,,No,Working Class,,06/25/15,06/23/15,"Scottfurt, VT 77337",5.951319406803555
61,fffe3900330030003600,Maurice Nickels,0.49,7.0,5.0,4736.0,Stone,18.4,23.76,No,Yes,No,Airways,No,Working Class,Yes,01/24/17,01/28/17,"Duncanland, MA 27640",5.7824396074794775
62,fffe3300320037003300,Jody Johnson,0.68,39.0,15.0,3996.0,Aluminium,11.76,22.39,No,Yes,Yes,,No,Working Class,No,12/16/18,12/12/18,"Lake Anthonyview, KS 03241",6.730779408512935
63,fffe3400370030003200,Richard Kelley,0.18,15.0,7.0,16227.0,Marble,46.61,54.29,Yes,Yes,Yes,Airways,No,Wealthy,Yes,04/27/16,04/29/16,"Marksmouth, KY 91618",6.391464749785079
64,fffe3100340039003600,William Otto,0.38,44.0,21.0,2663.0,Aluminium,4.43,15.69,No,No,No,,No,Working Class,Yes,12/24/15,12/24/15,"Paceside, WA 64883",5.454722645712172
65,fffe3900330033003900,Susan Engle,0.67,34.0,13.0,3151086.0,Stone,10624.83,44.95,Yes,No,Yes,Waterways,No,Working Class,No,03/27/17,03/28/17,"North Sara, WV 25982",10.101706244292727
66,fffe3500300035003900,Timothy Mckenzie,0.68,15.0,8.0,143739.0,Stone,409.34,72.82,No,No,No,Roadways,No,Working Class,No,03/07/18,03/05/18,"South Lisa, ME 65065",8.316415156860119
67,fffe3100350030003000,Kristine Manuel,0.04,35.0,17.0,557.0,,5.58,18.45,Yes,No,No,Waterways,No,Working Class,,05/28/17,05/31/17,APO AP 40485,4.74371399543615
68,fffe3200350038003500,Albert Rivard,0.81,,3.0,495.0,Stone,6.11,20.95,Yes,No,No,Waterways,No,Working Class,Yes,10/12/18,10/08/18,"Miguelchester, NC 53772",6.249434555574237
69,fffe3100320034003400,Melissa Shawler,0.65,32.0,11.0,2135.0,Aluminium,9.97,14.81,No,Yes,Yes,Airways,No,Working Class,No,11/13/18,11/09/18,"Hudsonfort, NV 81159",7.0546223547916895
70,fffe3700310031003800,Roger Henderson,0.84,18.0,8.0,10381.0,Brass,26.1,45.79,Yes,Yes,No,Airways,No,Working Class,No,09/02/15,08/29/15,"Lake Daniel, MD 54192",7.338166626051371
71,fffe3600330039003200,Jennifer Vera,0.69,26.0,12.0,524871.0,Marble,1566.67,59.65,No,No,No,Airways,No,Working Class,No,10/31/16,11/02/16,"West Ashleyberg, IA 50994",8.36666095711169
72,fffe3100340031003100,Charles Plank,0.36,25.0,24.0,14074.0,Clay,34.08,95.89,No,No,Yes,Airways,Yes,Working Class,No,04/18/18,04/21/18,"Lake Coreystad, ME 92198",7.061677361254394
73,fffe3700390036003600,Shirley Kelley,0.22,8.0,4.0,788.0,Brass,4.22,24.47,No,No,No,Roadways,No,Working Class,No,03/14/16,03/16/16,"Lake Debraborough, NH 62172",5.194067345174237
74,fffe3600340038003700,Eloise Wright,0.11,17.0,7.0,133437.0,Stone,210.57,94.13,No,No,Yes,Roadways,No,Working Class,No,03/13/18,03/11/18,"Jimmyberg, SD 33975",6.958267768620981
75,fffe3300310032003300,Michael Allbee,,25.0,11.0,1849.0,,3.13,15.48,No,Yes,Yes,Airways,No,Wealthy,,03/06/17,03/04/17,"Kylehaven, WA 37785",6.324125960328047
76,fffe3800300032003300,Hazel Hodge,0.58,10.0,4.0,496.0,Bronze,3.06,18.67,No,No,No,Roadways,No,Working Class,No,04/04/17,04/05/17,"Lake Michelleburgh, HI 10670",5.378421610789698
77,fffe3300390035003300,Shirley Dwyer,0.17,18.0,6.0,,Clay,4.71,17.09,No,No,No,Roadways,Yes,Working Class,No,12/16/16,12/16/16,DPO AA 10827,5.0067611325476555
78,fffe3700330034003700,David Jacobs,0.45,9.0,5.0,1247.0,Brass,6.02,13.52,No,No,Yes,Roadways,No,Working Class,No,09/18/18,09/15/18,"Changbury, NH 29967",5.503785626182238
79,fffe3400350036003300,Troy Longoria,0.4,14.0,8.0,,Clay,3.79,10.26,No,Yes,Yes,,Yes,Wealthy,No,07/26/19,07/29/19,"Port Betty, ME 96374",5.370451964307236
80,fffe390032003500,Willie Blackwell,0.97,30.0,15.0,575.0,Wood,4.58,13.39,No,No,No,Roadways,No,Working Class,No,11/02/15,10/31/15,"Martinezport, MD 69892",6.565067767493627
81,fffe3100350030003600,Antonio Rodriguez,0.87,19.0,11.0,250244.0,Marble,1383.56,95.79,No,No,No,Roadways,No,Working Class,No,02/21/17,02/25/17,"Jamesville, NC 16234",8.315018254038177
82,fffe3300340031003100,Jane Brown,0.93,30.0,10.0,1016.0,,9.89,13.29,Yes,No,No,Waterways,No,Working Class,No,11/28/17,11/24/17,"Torresmouth, FL 10307",8.05370588474879
83,fffe3700380032003100,Dorothy Nerad,0.38,12.0,8.0,2112.0,Bronze,4.16,17.29,Yes,No,No,Airways,No,Working Class,Yes,04/03/19,04/01/19,"Elizabethchester, NH 42816",5.529706826716097
84,fffe3800360035003300,Mitchell Gates,0.5,16.0,6.0,1171.0,Brass,3.34,18.85,No,No,No,Airways,No,Working Class,Yes,03/06/19,03/09/19,"Port Brian, ID 76556",5.471808381957175
85,fffe320039003800,Dennis Rossetti,0.18,15.0,6.0,477.0,Clay,6.35,15.4,Yes,No,No,Airways,Yes,Working Class,Yes,07/02/16,06/29/16,"West Raymondbury, CO 71098",5.248286432942471
86,fffe3600360036003600,Mike Violette,0.38,56.0,17.0,50809.0,Bronze,47.18,67.44,No,No,Yes,Waterways,No,Working Class,No,12/25/17,12/25/17,FPO AA 76709,6.9385269376488905
87,fffe360035003700,Kenny Gordon,0.88,25.0,17.0,768813.0,Marble,3929.77,55.12,No,No,Yes,Roadways,No,Working Class,Yes,03/27/18,03/24/18,"West Vanessabury, ND 83002",10.257997203920013
88,fffe3700360030003000,Cristina Putman,0.22,23.0,13.0,345.0,Wood,6.23,22.3,No,Yes,Yes,Airways,No,Wealthy,No,10/21/16,10/21/16,"West Katie, WI 12237",5.4232304782468335
89,fffe3100340031003900,Bernice Werth,0.43,,14.0,2851.0,Aluminium,6.55,22.15,No,Yes,No,,No,Wealthy,Yes,06/29/19,06/30/19,"Larsenbury, NH 80161",5.970164298937279
90,fffe3400330030003600,Pearl Tindol,0.49,16.0,,944.0,Clay,5.49,16.52,No,No,No,Roadways,Yes,Working Class,No,05/27/16,05/30/16,DPO AP 87143,5.377220964143502
91,fffe3900380033003100,Genevieve Dawson,0.88,24.0,15.0,799475.0,Marble,2896.76,54.34,Yes,Yes,No,Airways,No,Working Class,No,05/12/15,05/12/15,"Vaughnside, OH 51731",9.948652104490503
92,fffe3300380033003300,Tommy Mcmanus,0.64,10.0,4.0,,Marble,31.69,91.98,Yes,No,Yes,Waterways,No,Working Class,No,07/20/18,07/20/18,"South Virginia, MN 62580",6.951504185912152
93,fffe3900380039003500,Calvin Rothenbach,0.03,41.0,9.0,494.0,Wood,5.58,18.88,No,Yes,Yes,Airways,No,Wealthy,No,02/08/19,02/09/19,"Port Brittney, VA 80458",5.0563094975874305
94,fffe3200340036003700,Lester Flores,0.28,37.0,20.0,9467.0,Clay,20.41,27.4,No,Yes,No,,Yes,Working Class,No,08/26/16,08/25/16,"Wilsonstad, CT 46259",6.061969607993336
95,fffe3300350037003500,Charles Decker,,35.0,13.0,,Brass,88.84,34.46,No,No,No,,No,Working Class,No,03/30/17,04/02/17,"Obrienside, MT 61007",7.6668306396561885
96,fffe380031003500,Taylor Bodi,0.86,14.0,7.0,3694.0,Brass,8.3,17.02,No,Yes,Yes,,No,Working Class,Yes,10/03/16,10/07/16,"Lake Rachel, WA 97334",7.310149008565816
97,fffe3300300038003300,Joseph Forsyth,0.99,8.0,,149.0,Aluminium,6.92,21.85,No,No,No,Waterways,No,Working Class,No,01/17/18,01/19/18,"Alejandrashire, WI 87220",6.442110137713353
98,fffe3800390039003600,Shanna Davison,0.27,37.0,16.0,7365.0,Clay,28.53,29.16,Yes,No,Yes,Waterways,Yes,Working Class,No,01/10/15,01/14/15,"East Abigailstad, MA 42359",5.82165439525109
99,fffe3900330030003800,Richard Ortega,0.42,24.0,17.0,4848.0,Clay,32.42,23.52,Yes,No,Yes,Airways,Yes,Wealthy,No,04/11/15,04/12/15,"Samanthaburgh, WY 19962",6.31633401692687
100,fffe3800370031003000,Donald Cruz,0.3,23.0,10.0,1153.0,Aluminium,3.71,20.65,No,No,No,Roadways,No,Working Class,No,03/17/19,03/14/19,"South Robertfurt, MS 12218",5.2988172415896875
101,fffe3500300038003300,Jerry Crump,0.99,30.0,7.0,1104.0,Aluminium,5.91,14.04,Yes,No,Yes,Waterways,No,Working Class,No,09/24/15,09/28/15,"Williamsborough, IL 67534",6.688180352544952
102,fffe3700310039003700,Kayla Monteiro,0.34,23.0,12.0,450.0,Wood,4.95,24.48,No,No,No,Roadways,No,Working Class,No,12/14/17,12/15/17,"Lloydbury, IA 05536",5.357057861570636
103,fffe380031003000,Beverley Lang,,13.0,7.0,51068.0,Stone,153.97,71.73,No,Yes,No,,No,Wealthy,No,02/26/19,03/01/19,"Robertsberg, NC 46189",6.533948708874234
104,fffe310033003300,Melina Coppola,0.51,29.0,10.0,1996.0,,11.45,20.82,Yes,No,Yes,,No,Working Class,No,06/20/15,06/22/15,"Marymouth, CA 27970",5.80251104751598
105,fffe310037003800,Robert Latham,0.36,9.0,5.0,63.0,Wood,4.3,11.28,No,No,No,Roadways,No,Working Class,No,06/27/16,06/29/16,"Lake Chris, CT 07345",4.72765327020264
106,fffe3900300031003600,Lindsay Christie,0.77,10.0,5.0,541.0,Bronze,5.28,23.04,No,No,No,Roadways,No,Working Class,No,09/21/16,09/17/16,"Ericfort, AZ 07891",6.043202742512396
107,fffe3200390036003400,Elmer Gomez,,41.0,9.0,19928.0,Bronze,121.37,82.14,No,No,No,Waterways,No,Working Class,,02/16/18,02/16/18,"Annettemouth, KY 91660",7.178575994358506
108,fffe340038003400,Russell Campbell,0.79,23.0,8.0,152855.0,Stone,647.77,88.79,No,Yes,No,Roadways,No,Working Class,No,11/29/16,11/28/16,"South Maureen, AK 28476",9.860197410477415
109,fffe3700300036003900,Andre Maynard,0.18,26.0,6.0,1606.0,Clay,6.56,16.18,No,No,No,Airways,Yes,Working Class,Yes,12/21/17,12/20/17,"New Allisonton, KS 95141",5.227841252743712
110,fffe3700350030003600,Peggy Cocks,0.87,7.0,5.0,2125.0,Stone,5.22,19.81,No,Yes,Yes,Roadways,No,Working Class,No,10/21/15,10/21/15,"Mcdonaldbury, IL 36393",6.26284572902068
111,fffe3100390036003300,Stella Holden,0.32,41.0,12.0,7830.0,Clay,16.23,88.99,No,No,No,Roadways,Yes,Working Class,No,02/26/19,02/27/19,"Jacobfort, AR 77969",6.651184201555409
112,fffe3400350030003200,Justin Zander,0.58,28.0,17.0,896.0,Wood,3.32,17.24,No,No,Yes,,No,Working Class,Yes,12/10/17,12/13/17,DPO AP 55477,5.845687047494641
113,fffe3100360031003100,Cynthia Gallegos,0.03,7.0,,2168.0,Marble,4.65,17.06,No,No,No,,No,Working Class,No,12/17/16,12/18/16,"South Melissa, NY 33916",5.148366189784533
114,fffe3800310039003500,Kelly Rubio,0.4,18.0,9.0,322.0,Wood,5.31,15.7,No,Yes,Yes,Roadways,No,Working Class,No,01/27/18,01/26/18,"East Dakota, TX 25337",5.381738974687109
115,fffe3800330036003800,Noel Rubio,0.57,4.0,3.0,26.0,Wood,3.15,18.99,Yes,Yes,Yes,Airways,No,Wealthy,No,02/10/16,02/14/16,"East Sarahview, NJ 04953",5.212977319381022
116,fffe3100370039003000,Nicole Russell,0.41,19.0,8.0,,Aluminium,6.43,11.82,Yes,Yes,No,Airways,No,Working Class,,01/09/18,01/12/18,"North Emily, NY 39342",5.28492812942902
117,fffe3900380037003500,Gladys Anderson,0.48,24.0,6.0,59036.0,Stone,319.06,70.13,No,No,Yes,Airways,No,Working Class,No,05/07/18,05/07/18,"Martinezville, NJ 69537",7.583354388822153
118,fffe3200370035003900,Jerry Riegel,0.69,25.0,14.0,1695010.0,Stone,7351.07,75.19,Yes,Yes,No,Airways,No,Working Class,,11/07/16,11/10/16,DPO AE 01920,12.682366977996793
119,fffe3800320032003300,Sam Lemoyne,0.41,11.0,8.0,815.0,Clay,5.52,21.32,No,No,Yes,Waterways,Yes,Working Class,Yes,07/19/18,07/22/18,"East Troyview, AR 59712",5.482012978895135
120,fffe3200390032003500,Nicolas Godbolt,,9.0,5.0,653.0,Bronze,5.6,22.6,Yes,Yes,No,Airways,No,Wealthy,No,02/02/17,01/30/17,"Johnsonmouth, IA 82475",6.0110465618357045
121,fffe380031003400,Amanda Ramos,0.16,20.0,11.0,2797.0,,3.03,14.31,Yes,Yes,No,Airways,No,Working Class,,12/28/15,12/30/15,"Debrahaven, DE 26289",5.222030098375917
122,fffe3800300035003600,Martha Vega,0.47,22.0,18.0,18959.0,Brass,111.06,92.24,No,Yes,No,Airways,No,Working Class,No,04/29/19,04/28/19,"East Michaelshire, ID 18781",7.240678367679505
123,fffe3500320037003800,Belinda Curran,0.46,12.0,8.0,1448.0,Bronze,9.85,15.31,Yes,No,Yes,Waterways,No,Working Class,,01/18/15,01/21/15,"Erinchester, ID 42883",5.920451779861563
124,fffe3800370037003200,Annie Charron,0.65,4.0,4.0,78.0,Bronze,4.63,13.77,No,Yes,Yes,Roadways,No,Wealthy,Yes,04/16/18,04/16/18,"Cannonchester, TX 35002",5.447297559559355
125,fffe380037003600,Larry Elder,0.32,35.0,11.0,491.0,Wood,3.35,15.16,No,No,No,,No,Wealthy,No,11/07/16,11/10/16,"Lake Tammyfurt, WY 99341",5.066385309200747
126,fffe330039003900,Pauline Tejeda,,13.0,7.0,3130.0,Bronze,6.21,16.02,No,Yes,Yes,Roadways,No,Working Class,No,10/07/17,10/10/17,"New Melanie, TN 98394",5.1101185725812055
127,fffe3900310032003000,Florentino Botcher,0.29,42.0,18.0,14120.0,Clay,12.59,72.17,No,No,No,Roadways,Yes,Working Class,No,09/28/17,09/30/17,"Theresamouth, AZ 35749",6.487516576765354
128,fffe3600390035003700,Leanne Prieto,0.95,44.0,15.0,11196.0,Clay,61.12,57.31,No,No,Yes,Waterways,Yes,Working Class,No,03/04/19,03/05/19,"Lake Stephanieville, DC 09403",8.879047698229721
129,fffe3700360033003900,Michiko Plunk,0.86,34.0,11.0,1793759.0,Stone,1332.42,25.62,Yes,Yes,Yes,Airways,No,Wealthy,No,12/23/17,12/23/17,"West Sarahbury, AZ 51259",11.349629645536307
130,fffe3700390038003500,Elizabeth Outman,0.48,18.0,9.0,837.0,Aluminium,3.12,10.98,Yes,No,Yes,Waterways,No,Working Class,No,05/23/18,05/25/18,"Monicafurt, MI 02309",5.2107967690185415
131,fffe3400300035003800,Loretta Chung,0.58,34.0,8.0,463.0,,3.78,13.34,Yes,No,No,,No,Working Class,Yes,08/04/16,07/31/16,"Anthonymouth, NY 68517",5.698233775725784
132,fffe3500310038003900,Janet Gustafson,,5.0,3.0,701.0,Stone,6.7,24.16,Yes,No,No,Airways,No,Working Class,No,03/06/17,03/08/17,"New Alexandershire, CT 08215",5.539261542487753
